ProductID,Category,Subcategory,Brand,ProductFeatures,Price (INR),Festivals,Seasons
P990,Sports & Outdoors,Cycling,Specialized,Tarmac SL7 Road Bike,239,"Raksha Bandhan, Holi, Navratri","Spring, Summer, Autumn"
P991,Groceries,Pasta,Ragu,"Traditional Pasta Sauce, 24oz",473,"Christmas, Navratri, Eid","Monsoon, Winter, Summer"
P992,Toys & Games,Building Sets,K'NEX,Thrill Ride Roller Coaster Set,189,"Navratri, Christmas","Autumn, Spring"
P993,Fashion,Handbags,Louis Vuitton,"Neverfull MM, Monogram Canvas",540,Holi,"Autumn, Monsoon"
P994,Electronics,Smart Home,Philips Hue,White & Color Ambiance LED Bulbs,20998,Diwali,"Winter, Monsoon, Summer"
P995,Books,Historical Fiction,Ballantine Books,The Nightingale by Kristin Hannah,1432,"Raksha Bandhan, Christmas","Spring, Winter"
P996,Clothing,Swimwear,Speedo,Men’s Swim Trunks,129,"Diwali, Holi, Ganesh Chaturthi","Summer, Winter, Monsoon"
P997,Beauty,Body Care,Neutrogena,"Body Clear Body Wash, 8oz",433,"Navratri, Raksha Bandhan","Spring, Autumn"
P998,Home & Kitchen,Blenders,KitchenAid,"K400, 5-Speed Blender",499,"Raksha Bandhan, Ganesh Chaturthi","Autumn, Winter, Spring"
P999,Sports & Outdoors,Running,Adidas,"Men's Solar Glide 4, Size 11",955,"Eid, Christmas","Spring, Autumn, Winter"
P1000,Groceries,Snacks,Fritos,"Original Corn Chips, 9.25oz",870,"Navratri, Baisakhi","Monsoon, Autumn"
